@relation sift

@attribute feat0 numeric
@attribute feat1 numeric
@attribute feat2 numeric
@attribute feat3 numeric
@attribute feat4 numeric
@attribute feat5 numeric
@attribute feat6 numeric
@attribute feat7 numeric
@attribute feat8 numeric
@attribute feat9 numeric
@attribute feat10 numeric
@attribute feat11 numeric
@attribute feat12 numeric
@attribute feat13 numeric
@attribute feat14 numeric
@attribute feat15 numeric
@attribute feat16 numeric
@attribute feat17 numeric
@attribute feat18 numeric
@attribute feat19 numeric
@attribute feat20 numeric
@attribute feat21 numeric
@attribute feat22 numeric
@attribute feat23 numeric
@attribute feat24 numeric
@attribute feat25 numeric
@attribute feat26 numeric
@attribute feat27 numeric
@attribute feat28 numeric
@attribute feat29 numeric
@attribute feat30 numeric
@attribute feat31 numeric
@attribute feat32 numeric
@attribute feat33 numeric
@attribute feat34 numeric
@attribute feat35 numeric
@attribute feat36 numeric
@attribute feat37 numeric
@attribute feat38 numeric
@attribute feat39 numeric
@attribute feat40 numeric
@attribute feat41 numeric
@attribute feat42 numeric
@attribute feat43 numeric
@attribute feat44 numeric
@attribute feat45 numeric
@attribute feat46 numeric
@attribute feat47 numeric
@attribute feat48 numeric
@attribute feat49 numeric
@attribute feat50 numeric
@attribute feat51 numeric
@attribute feat52 numeric
@attribute feat53 numeric
@attribute feat54 numeric
@attribute feat55 numeric
@attribute feat56 numeric
@attribute feat57 numeric
@attribute feat58 numeric
@attribute feat59 numeric
@attribute feat60 numeric
@attribute feat61 numeric
@attribute feat62 numeric
@attribute feat63 numeric
@attribute feat64 numeric
@attribute feat65 numeric
@attribute feat66 numeric
@attribute feat67 numeric
@attribute feat68 numeric
@attribute feat69 numeric
@attribute feat70 numeric
@attribute feat71 numeric
@attribute feat72 numeric
@attribute feat73 numeric
@attribute feat74 numeric
@attribute feat75 numeric
@attribute feat76 numeric
@attribute feat77 numeric
@attribute feat78 numeric
@attribute feat79 numeric
@attribute feat80 numeric
@attribute feat81 numeric
@attribute feat82 numeric
@attribute feat83 numeric
@attribute feat84 numeric
@attribute feat85 numeric
@attribute feat86 numeric
@attribute feat87 numeric
@attribute feat88 numeric
@attribute feat89 numeric
@attribute feat90 numeric
@attribute feat91 numeric
@attribute feat92 numeric
@attribute feat93 numeric
@attribute feat94 numeric
@attribute feat95 numeric
@attribute feat96 numeric
@attribute feat97 numeric
@attribute feat98 numeric
@attribute feat99 numeric
@attribute feat100 numeric
@attribute feat101 numeric
@attribute feat102 numeric
@attribute feat103 numeric
@attribute feat104 numeric
@attribute feat105 numeric
@attribute feat106 numeric
@attribute feat107 numeric
@attribute feat108 numeric
@attribute feat109 numeric
@attribute feat110 numeric
@attribute feat111 numeric
@attribute feat112 numeric
@attribute feat113 numeric
@attribute feat114 numeric
@attribute feat115 numeric
@attribute feat116 numeric
@attribute feat117 numeric
@attribute feat118 numeric
@attribute feat119 numeric
@attribute feat120 numeric
@attribute feat121 numeric
@attribute feat122 numeric
@attribute feat123 numeric
@attribute feat124 numeric
@attribute feat125 numeric
@attribute feat126 numeric
@attribute feat127 numeric

@data
0,0,0,0.001643,0.019862,0.009819,0.000408,0,0,0,0.005954,0.031935,0.012027,0,0,0,0,0.000852,0.108834,0.043942,0,0,0,0,0,0.001236,0.118378,0.051015,0,0,0,0,0.005863,0.001542,0.002798,0.018139,0.008536,0.000959,0.00008,0.000031,0,0,0.011504,0.08047,0.006705,0,0,0,0,0,0.104518,0.2,0,0,0,0,0,0.000452,0.097221,0.093134,0,0,0,0,0.008633,0.002828,0.016267,0.014424,0,0,0,0.002836,0,0,0.126224,0.05133,0,0,0,0,0,0,0.110336,0.169683,0,0,0,0,0,0,0.021699,0.134962,0.003252,0,0,0,0.003212,0.001345,0.018513,0.028941,0,0,0,0.001607,0,0,0.080015,0.103666,0,0,0,0,0,0,0.045589,0.074513,0.001078,0,0,0,0,0,0.010688,0.110344,0.017512,0,0,0
0,0,0.000151,0.003354,0.016356,0.002707,-0.000009,0.000368,0,0,0.002046,0.007535,0.00368,0.011468,0.015308,0,0,0,0.035549,0.2,0.004159,0,0,0,0,0,0,0.017397,0.02815,0.039604,0.00373,0,0,0,0,0.000132,0.010799,0.030041,0.0172,0.007632,0,0,0,0.02276,0.032473,0.011554,0.003752,0,0,0,0,0.140057,0.083925,0.017402,0,0,0,0,0.000153,0.008331,0.037641,0.051146,0.006498,0,0,0,0.002608,0.01831,0.006403,0.000235,-0.007665,0.053388,0,0,0.01061,0.044923,0.006343,0.001805,0.00006,0,-0.001589,0.004484,0.033188,0.149855,0,0,0,0,-0.001606,0.007978,0,0,0.007476,0.015081,0.003046,0.032537,0,0,0,0.009152,0.002595,0.001183,0.00194,0.040836,0,0,0.000863,0.044875,0.023965,0,0,0,0,0,0.001854,0.129602,0.011888,0,0,0,0,0,0.000455,0.002582,0.00267,0.001099,-0.014502,0.049543
0,0,0,0,0.004887,0.019848,0.015675,0.000086,0,0,0,0.006605,0.056221,0.014888,0.004759,0,0,0,0,0.071577,0.2,0.01272,0,0,0,0,0,0.060431,0.045114,0,-0.027368,0.104568,0.00688,0,0,0.005435,0.025515,0.009978,0.009215,0.005714,0.01624,0,0,0.001507,0.035222,0.036262,0.002338,-0.002304,0,0,0.043201,0.152889,0.037532,0.012285,0,0,0,0,0,0.176755,0.085739,0,-0.008188,0.035327,0,0,0,0.003615,0.112624,0.021737,0,0,0.034156,0.013565,0,0.000109,0.038058,0.009226,-0.002319,-0.000482,0,0,0.019714,0.175208,0.028014,0,0,0,0,0,0.002353,0.154169,0.08808,0,0,0,0,0,0,0.000642,0.071654,0.035716,0,0,0,0,0,0,0.096621,0.114281,0,0,0,0,0,0.05715,0.188847,0.036745,0,0,0,0,0,0.036614,0.122911,0.01014,0,0
0,0.057545,0.071463,0.000896,0,0,0,0,0.0005,0.131925,0.026377,0,0,0,0,0,0,0.079675,0.100033,0.011119,0,0,0,0,0,0.160682,0.044118,0.000329,0,0,0,0,0,0.021798,0.043558,0.005966,0.000223,0.000919,0.001267,0,0.002196,0.014819,0.006182,0,0.001074,0.021499,0.027217,0.001386,0.001026,0.005345,0.039478,0.073521,0.012727,0,0,0,0,0.00302,0.055943,0.075451,0.010598,0,0,0,0.00521,0.006841,0.011399,0.007904,0.000166,0,-0.002285,0.01324,0.012005,0.028903,0.004509,0,0,0,-0.007618,0.020628,0,0,0.083389,0.137456,0.001952,0,0,0,0,0.001503,0.110033,0.024354,0,0,0.038193,0.012325,0.00149,0.005343,0.006676,0.013485,0.001562,0,-0.001923,0.004852,0.003534,0.055559,0.051728,0.000857,0,0,0,0,0,0.006301,0.2,0.035443,0,0.000634,0.015945,0.002584,0,0.001184,0.025697,0.013096,0,0,0.067661,0.015795
0,0,0.000937,0.045446,0.058256,0.012512,0,0,0,0,0,0.009896,0.176494,0.016631,0,0,0,0,0,0.008178,0.126403,0.036366,0.002952,0,0,0,0.004114,0.093304,0.078053,0.007314,0,0,0,0,0,0.076285,0.158416,0.000166,0,0,0,0,0,0.026005,0.151637,0.025804,0,0,0,0,0.012966,0.165378,0.094711,0.007268,0.003777,0,0,0,0.000523,0.026366,0.009715,0.042485,0.109169,0,0,0,0,0.051763,0.062251,0.00409,0,0,0,0,0.028522,0.162247,0.054032,0.001684,0,0,0,0,0.005969,0.134609,0.029676,0.049385,0.079804,0,-0.000885,0.002057,0,0.013095,0.014793,0.035875,0.046748,0,0,0,0.003258,0.07308,0.020246,0.009585,0.001272,0,0,0,0.046309,0.2,0.006891,0,0,0,0.03201,0.004382,0.003114,0.005145,0.001822,0.001923,-0.016873,0.054756,-0.00156,0.00445,0.001975,0.048478,0.028817,0.000426,-0.004941,0.014221
0,0,0,0.007485,0.097577,0.014505,0,0,0,0,0,0.006381,0.163469,0.022562,0.001827,0,0,0,0.004861,0.080384,0.089993,0.012012,0,0,0,0,0.008374,0.119909,0.020388,0.022062,0.002928,0,0,0,0,0.059617,0.142331,0.007818,0,0,0,0,0.007767,0.156244,0.088277,0.014792,0,0,0,0,0.002309,0.03826,0.012513,0.055784,0.115144,0,0,0,0,0.009804,0.01264,0.044627,0.09183,0,0,0,0.009891,0.167107,0.04357,0,0,0,0,0,0.04063,0.110613,0.024984,0.023888,0.010395,0.002312,0,0,0,0.020735,0.022949,0.051008,0.091422,0.00073,0.027035,0.004322,0.004496,0.007881,0.003884,0.002617,0.001487,-0.008128,0,0,0.026792,0.2,0.005628,0,0,0,0.021735,0.004851,0.00804,0.036712,0.028278,0.000301,0,-0.005938,0.011622,0.001498,0,0.017029,0.016251,0,-0.053698,0.122704,0.018513,0.013448,0,0.04026,0.037852,0.001642,-0.000797,-0.007281
0,0,0.018145,0.037786,0.000002,0,0,0,0,0,0.035289,0.12424,0,0,0,0,0.021106,0.00544,0.014209,0.016895,0,0,0,-0.006157,0.00318,0.026675,0.029016,0,0,0,0,-0.000859,0,0,0.001016,0.074706,0.007655,0,0,0,0,0,0.033273,0.2,0.002366,0,0,0,0,0.030702,0.044706,0.009824,0.001782,0.001593,0,0,0.004055,0.012239,0.008348,0,0,0.001771,0.003551,0.009595,0,0,0.036575,0.057828,0,0,0,0,0,0,0.043584,0.198996,0.004627,0,0,0,0,0.033771,0.069396,0.012385,0.006681,0.003932,0.000127,0,0.009729,0.084659,0.01366,0,0,0,0,-0.002581,0,0.016551,0.080906,0.006652,0,0,0,0,0,0.001483,0.059595,0.137129,0.006506,0,0,0,0,0.008548,0.063615,0.054107,0.001506,0,0,0,0.025445,0.014631,0.002315,0,0,0,-0.011802,0.023037
0,0.024568,0.054645,0.001145,0,0,0,0,0,0.012935,0.099036,0.022876,0,0,0,0,0,0.004289,0.124096,0.063127,0,0,0,0,0.002572,0.06047,0.018428,0.000939,0.001231,0.000347,0,0,0,0.059462,0.108329,0.001112,0,0,0,0,0.006806,0.109302,0.055423,0.025348,0,0,0,0,0,0.000377,0.093292,0.145735,0.000032,0,0,0,0.009278,0.034008,0.030422,0.00057,0,0,-0.001363,0.003609,0,0.057783,0.2,0.011242,0,0,0,0,0.11399,0.168889,0.013805,0,0,0,-0.015964,0.019442,0.004402,0.012849,0.016171,0.123375,0.024757,0,-0.038803,0.08422,0.014583,0.009834,0.006069,0.022502,0.001308,0,-0.004906,0.009,0,0.003541,0.040851,0.006533,0.008343,0.005476,0.007075,0.00029,0,0.002977,0.001011,0.001866,0.024756,0.013409,-0.013909,0.038988,0.007813,0,0.002457,0.022692,0.008021,0.000393,-0.074624,0.198492,0.002263,0,0,0.037641,0.048351,0.000606,-0.002143,0.004922
0,-0.000909,0.003876,0.047745,0.020845,0,0,0,-0.002019,-0.002606,0.025612,0.009637,0.014356,0.004184,0.000308,0,0,-0.00193,0.005054,0.00539,0.002494,0.036505,0.073664,0.001689,-0.017635,0.037895,0.024854,0.00035,0.001958,0.000859,0.042072,0.004214,0,0,0,0.00963,0.082402,0.049727,0.001018,0,0,0,0,0,0.021785,0.150697,0.039961,0,0,-0.033101,0.128732,0.020348,0.015273,0.038375,0.049464,0,-0.001003,0.007945,0.08717,0,0,0,-0.005058,0.021087,0,0,0,0,0.041049,0.124381,0.003274,0,0,0,0,0.023144,0.055328,0.097977,0.008115,0,0,0,0.004789,0.2,0.086537,0,0,0,0.000461,-0.004282,0.009727,0.00572,0.029695,0.013285,0.00395,0.024971,0,0,0,0,0.035691,0.028619,0,0,0,0,0,0.021061,0.10346,0.006927,0,0,0,0,0,0.007143,0.155049,0.053223,0,0,0,0,0,0,0.115146,0.088295,0,0
0.003589,0.002028,0.010628,0.024278,0.003972,0.002156,0.006172,0.027832,0.001033,0,0.015129,0.054525,0.005096,0,0.010448,0.102357,0,0,0.002036,0.00607,0.005326,0.019247,0.020473,0.001421,0.001156,0.000515,0,0,0.021427,0.021614,0.004238,0.000966,0.003248,0.000053,0.005763,0.014526,0.009025,0.001827,0.014738,0.051878,0,0,0.031682,0.072132,0.001416,0.002851,0.020924,0.086073,0.049622,0.038274,0.001215,0,0,0,0.003854,0.006718,0.026191,0,0,0,0.007861,0.00598,0.000059,0.01254,0,0,0.000123,0.006208,0.010568,0.012472,0.079789,0.046664,0,0,0.012661,0.186203,0.038128,0.006187,0.043916,0.03036,0.035846,0.000248,0.004323,0.004602,0.008937,0.001572,0.003227,0.040358,0.058198,0.008337,0.002908,0,0,0,0,0.034076,0,0,0,0,0.000296,0.04345,0.136376,0.011941,0,0,0,0.02216,0.2,0.030456,0.036339,0,0,0,0,0,0.050888,0.180063,0.04786,0,0,0,0,0,0,0.16647,0.082508,0.004243
0.000159,0.00584,0.002483,0.021001,0.038228,0.01357,0.008091,0,0.001924,0.003028,0.000259,0,0,0.002641,0.07344,0.094427,0.089425,0.049458,0.022527,0,0,0,0.009019,0.032424,0.2,0,0,0,0,0,0,0.113142,0.002337,0.006687,0.017669,0.031956,0.021217,0.031541,0.041089,0.009457,0.005291,0.011545,0.029169,0.040487,0.011062,0.031836,0.095233,0.034084,0.015742,0.035455,0.030478,0,0,0,0.0255,0.055276,0.145031,0,0,0,0,0,0.001101,0.131809,0.000158,0.001007,0.011854,0.000039,0,0.000647,0.128366,0.097136,0.000567,0.000462,0.05563,0.095082,0.035122,0.013516,0,0.000358,0.005214,0.008054,0.000781,0.004019,0.014988,0.029918,0.031684,0.023087,0.089561,0.0029,0,0,0,0,0,0.040639,0,0.000094,0.075423,0.036708,0.000667,0.001051,0.047831,0.030786,0.038349,0.006674,0.000877,0.00094,0.001213,0.01994,0.009831,0.006951,0.002551,0,0,0.004978,0.041172,0.017389,0.012658,0.004038,0.018913,0.007737,0,0.00132,0.032362,0.010236,0,0.002001
0,0.000083,0.001997,0.012829,0.013077,0.000195,0,0,0,0,0,0.087534,0.085284,0,0,0,0,0,0.015022,0.076146,0.02273,0.000881,0,0,0,0,0.004562,0.049394,0.032895,0,0,0,0.00001,0.001414,0.001932,0.007908,0.00558,0.003163,0.004807,0.000569,0,0,0.020629,0.2,0.011543,0,0,0,0,0,0.019098,0.083982,0.01516,0,0,0,0,0,0.000951,0.03427,0.073535,0,0,0,0,0,0.001723,0.018749,0.011487,0.00505,0.000414,0,0,0,0.036933,0.192308,0.010128,0,0,0,0,0,0.000646,0.072977,0.027644,0,0,0,0,0,0.023698,0.044379,0.001116,0,0,0,0,0,0.003695,0.034132,0.000322,0,0,0,0,0,0.008436,0.144423,0.010225,0,0,0,0,0,0.016311,0.078765,0.002626,0,0,0,0,0,0.007117,0.044168,0.003702,0,0,0
0,0,0.142844,0.033189,0,0,0,0,0,0,0.176162,0.045872,0,0,0,0,0,0,0.047704,0.02281,0.003167,0.002972,0,0,0,0,0.001703,0.003661,0.004402,0.002073,0.002093,0,0,0,0.2,0.047177,0,0,0,0,0,0,0.059139,0.026981,0.002439,0.023565,0.006471,0,0,0,0.00256,0.027822,0.016713,0.026828,0.000103,0,0,0,0,0.00354,0.002282,0.021653,0.024011,0,0,0,0.057902,0.021481,0.000567,0.00826,0.02045,0,0,0,0,0.020408,0.01202,0.026304,0.020499,0,0,0,0.00209,0.039169,0.005884,0.029907,0.021915,0,0,0,0,0,0,0.038804,0.051517,0,0,0,0.000246,0.004207,0.002989,0.013506,0.024001,0,0,0,0,0.012978,0.014316,0.01589,0.004468,0,0,0,0,0,0.000348,0.04925,0.03756,0,0,0,0,0,0,0.02809,0.030344,0
0,0,0.04701,0.152973,0,0,0,0,0,0.000794,0.079965,0.111373,0,0,0,0,0,0,0.037297,0.043724,0.012222,0.004823,0.003855,0,0,0,0,0.001021,0.003764,0.02843,0.020019,0,0,0,0.074863,0.177613,0,0,0,0,0,0,0.033978,0.176906,0.000551,0,0,0,0.003697,0.005068,0.002829,0.009166,0.012626,0.017272,0.002219,0.009515,0.000338,0.003073,0.009122,0.013855,0.002077,0.002832,0.002635,0,0,0,0.071434,0.2,0,0,0,0,0,0,0.023314,0.046025,0.031426,0.010864,0.000917,0,0,0,0.000259,0.008921,0.023232,0.039697,0.007256,0,0,0,0.001955,0.039895,0.021343,0.012364,0,0,0,0,0.004862,0.119569,0.059224,0.002891,0,0,0,0,0,0.004459,0.069425,0.010503,0,0,0,0,0.01032,0.031458,0.003646,0.000583,0.002954,0.000027,0,0,0.001963,0.031027,0.025085,0.004753,0.003606,0
0,0,0,0,0.001105,0.003744,0.010081,0.007745,0.000033,0.000831,0.004536,0.006721,0.001358,0.000108,0.002336,0.00175,0,0,0.02525,0.045225,0.000947,0,0,0,0,0,0.032032,0.076497,0,0,0,0,0,0,0,0,0.001227,0.005042,0.010176,0.00138,0,0,0,0.008834,0.013402,0.004629,0.000897,0,0,0,0.074679,0.112062,0,0,0,0,0,0,0.048268,0.061597,0,0,0,0,0,0,0,0.000547,0.002683,0.004287,0.004143,0.001,0,0,0,0.027916,0.007842,0.002948,0.001116,0,0,0,0.014315,0.2,0.003214,0,0,0,0,0,0.020718,0.067513,0.00809,0,0,0,0,0,0.000068,0.000724,0.003754,0.001496,0.000192,0,0,0,0,0.022883,0.004841,0.002006,0.000216,0,0,0,0.00147,0.116149,0.030418,0,0,0,0,0,0,0.034903,0.049802,0,0,0
0,0,0.021395,0.082393,0.011786,0,0,0,0,0,0.047175,0.2,0.011159,0,0,0,0,0,0.003649,0.048716,0.081964,0.000275,0,0,0.000044,0,0.012729,0.01195,0.012986,0.001836,0.00019,0.000008,0,0.00011,0.064809,0.112957,0.003737,0,0,0,0,0.001167,0.13035,0.190089,0,0,0,0,0,0.042579,0.075799,0.030813,0.014362,0.000416,0,0,0,0,0.013365,0.032488,0.012013,0.032054,0.010969,0.000354,0,0,0.152209,0.072841,0,0,0,0,0,0.000383,0.082649,0.177304,0.013005,0,0,0,0,0,0.002494,0.027748,0.028636,0.022623,0,0,0.004471,0.001136,0.014158,0.001231,0.00045,0.004645,0.017939,0.014763,0,0.0135,0.160047,0.061697,0,0,0,0,0.001657,0.057578,0.058474,0.010492,0,0,0,0,0.001656,0.024511,0.01704,0.01526,0.006627,0,0,0,0,0.004395,0.024604,0.009223,0.004474,0.000736,0.000202,0.002047
0,0,0,0,0,0,0.003187,0.103943,0,0,0,0,0,0,0.008318,0.093543,0.00585,0.001129,0.008694,0.035021,0.003409,0,0.002371,0.014561,0,0,0,0.000601,0.001109,0,-0.037465,0.133433,0,0,0,0,0,0.048452,0.117857,0.034978,0,0,0,0,0,0.041146,0.171793,0.027313,0,0,0.011415,0.095692,0.042538,0.022285,0.007843,0.000121,0,0.003485,0.011326,0.002364,0.002713,0,-0.053776,0.126326,0.048654,0.003779,0,0,0,0.00243,-0.04504,0.153341,0.013358,0.006327,0,0,0,0,-0.044952,0.2,0.000122,0.002125,0.036779,0.185357,0.019042,0.006768,0.00169,0.003801,0,0,0,0,0.01403,0.032088,0.052698,0.017571,0.00292,0,0,0.001599,0.005935,0.011069,-0.005788,0.079379,0.109677,0.008373,0,0,0,0.000316,-0.029484,0.052511,0.028468,0.039845,0.022355,0.022532,0.009313,0.005002,-0.001323,0.010163,0.037906,0,0,0,0,0.007704,0.005967,0.05392
0,0.026528,0.092588,0.020189,0,0,0,0,0,0,0.005719,0.162385,0.038941,0,0,0,0.001036,0.001154,0.047993,0.027013,0,0,0.000437,0.000582,0.001244,0.009138,0.020447,0.004486,0,0.000331,0.004646,0.005473,0.006519,0.057242,0.01562,0,0,0,0,0,0,0.005737,0.105385,0.2,0,0,0,0,0.008021,0.009798,0.034349,0.009322,0.002209,0,0.002742,0.013026,0,0.008691,0.025307,0.025567,0.019432,0.001077,0,0,0.004722,0.050826,0.018164,0,0,0,0,0.000466,0,0.01732,0.068076,0.101526,0.028254,0,0,0,0.015254,0.006216,0.003101,0.030501,0.021675,0.003636,0.00593,0.008561,0.001158,0,0.000901,0.021555,0.025125,0.008301,0.006823,0.007211,0.003252,0.040595,0.041289,0.00039,0,0,0,0.00053,0.001049,0.027185,0.069696,0.003493,0,0,0,0.00203,0.001826,0.012516,0.022421,0.004371,0.002165,0.005574,0.010537,0.000841,0.009657,0.035491,0.014892,0.022041,0.004774,0.002839,0.004703,0.001578
0.00048,0.08182,0.032246,0,0,0,0,0,0.000187,0.118337,0.138956,0.001988,0,0,0,0,0.02144,0.2,0.077067,0,0,0,0,-0.006964,0.141357,0.045181,0.004284,0.001061,0,0,0,-0.048037,0.011576,0.118049,0.079656,0,0,0,0,-0.004122,0,0.008992,0.104378,0.068993,0.007499,0,-0.001877,0.007453,0.008319,0.011047,0.017331,0.000576,0,0,-0.01398,0.062519,0.005598,0.005677,0.003059,0.00744,0.005434,0.000179,0.00269,0.060532,0.011443,0.01448,0.00841,0.000524,0,0.016156,0.017468,0.004023,0,0,0.009089,0.062545,0.037382,0.004002,0.005628,0.025311,0,0,0,0,0.000164,0.023504,0.098815,0.023043,0,0,0.000307,0.017954,0.016655,0.009394,0.030334,0.011092,0,0,0,0.000073,0.002055,0.042568,0.03237,0,0,0,0,0.000611,0.026719,0.0504,0.019181,0,0,0,0,0.001784,0.006566,0.077014,0.048011,0.003402,0,0,0.003178,0.013645,0.015771,0.004614,0.002417,0.000236
0,0,0.000422,0.021569,0.081287,0.02486,0,0,0,0,0.003262,0.003388,0.006023,0.021956,0.028608,0.005367,0,0.012278,0.028586,0.009614,0,0,0.003196,0.005699,0.00082,0.008509,0.027567,0.01547,0,0,0,0,0,0,0.001423,0.064155,0.135944,0.014133,0,0,0,0,0.046313,0.065766,0.027613,0.025769,0.009871,0.005425,0.008406,0.010792,0.017865,0.014881,0.007585,0.005089,-0.010986,0.041349,0,0.001852,0.029964,0.049438,0.021431,0.000946,0,0,0,0,0,0.103984,0.059616,0,0,0,0,0,0.009692,0.2,0.041405,0.000557,0,0,0.007343,0.001509,0.000752,0.000938,0.012259,0.025348,0.021496,0.024673,0,0,0.000649,0.007302,0.030009,0.022044,0.006258,0.004141,0,0,0,0.06431,0.043218,0.000803,0,0,0,0,0,0.062651,0.124839,0.004864,0,0,0,0,0,0.001387,0.022065,0.041476,0.015959,0,0,0.000127,0.002231,0.00374,0.019682,0.010239,0.00628,0.002976
0,0,0.027258,0.10366,0,0,0,0,0,0,0.008969,0.2,0.024246,0,0,0,0,0,0.004314,0.025301,0.010871,0.024794,0.003394,0,0,0,0,0,0.003952,0.037179,0.027044,0,0,0.002757,0.033598,0.064858,0.040942,0,0,0,0,0,0.034746,0.176995,0.108164,0.000058,0,0,0.027119,0.002367,0.017331,0.002511,0.016464,0.042077,0.007645,0.003559,0.009108,0.006511,0,0.000309,0.001883,0.027175,0.016512,0.041668,0.006166,0.086919,0.033396,0.004518,0.004494,0,-0.003018,-0.000305,-0.000559,0.012612,0.019234,0.136176,0.067562,0,0,0,0,0,0,0.001132,0.069125,0.028355,0.014753,0.02537,0,0,0,0,0.000326,0.011732,0.084782,0.017836,0,0,0,0,0.00559,0.00444,-0.037538,0.115426,0,0,0.002153,0.013371,0.054681,0.027795,0.000134,0,0,0,0,0,0.025803,0.085091,0.025198,0.00771,0,0,0,0,0.003622,0.039007,0.05806,0.012436
0,0,0.041572,0.071541,0.000756,0,0,0,0,0,0.06536,0.2,0.006142,0,0,0,0,0,0.033042,0.06407,0.014294,0.006354,0,0,0,0,0,0.00036,0.011054,0.023769,0.004947,0,-0.004445,0.066375,0.053742,0.038433,0.015656,0,0,0,0,0,0.08777,0.196991,0.062815,0,0,0,0.00901,0.014222,0.015059,0.014875,0.034664,0.040976,-0.007504,0.024992,0.020043,0,0,0,0.008425,0.070297,0.016621,0.017708,0.063687,0.014059,0.016968,0.007994,0.010642,0.002007,-0.003599,-0.007785,0.007121,0.015627,0.023598,0.155948,0.0464,0,0,-0.004332,0,0,0,0.001563,0.047192,0.012615,0.032292,0.023438,0.003913,0,0,0.001021,0.004028,0.026096,0.057222,0.018387,0,0,0,0.006119,0.019958,0.005629,0.006023,0.058308,0,0,0,0.013709,0.067562,0.037452,0.001473,0,0,0,0,0,0.045445,0.127178,0.021389,0.002292,0.003465,0,0,0,0,0.041937,0.096142,0.01372
0,0,0.001558,0.022678,0.006502,0,0,0,0,0,0.007887,0.044031,0.004284,0,0,0,0,0,0.024801,0.140951,0.000412,0,0,0,-0.008954,0.018672,0.018251,0.025654,0.006285,0,0.000404,0.000085,-0.009298,0.018843,0.010342,0.009719,0.005787,0,0,0,0,-0.001244,0.025376,0.067958,0.001289,0,0,0,0,0,0.021012,0.2,0.002442,0,0,0,0.003465,0.004323,0.005788,0.029045,0.000169,0,-0.000773,0.003328,0,-0.000708,0.008012,0.051341,0.01018,0,0,0,-0.008693,0.016427,0.043942,0.032797,0.007806,0,0,0,0,0,0.016551,0.137497,0.019327,0,0,0,0,-0.000504,0.005396,0.013727,0.031352,0.015575,0.000287,0,0.00077,0,0,0.013524,0.032289,0,0,-0.000337,0,0,0,0.034112,0.063113,0,0,0,0,0,0.002239,0.083177,0.045323,0,0,0,-0.009739,0.019433,0.01068,0.02008,0.01988,0.000885,0,0
0,0,0.007031,0.025644,0.020973,0.042156,0.023539,0,-0.038828,0.094164,0.008847,0.020239,0.016655,0.009833,0.004904,-0.000318,0.049508,0.139963,0,0,0,0.000275,0.001438,-0.034693,0.119046,0.099516,0.008768,0.00302,0,0,0,-0.064072,-0.005827,0.03327,0.011698,0.042193,0.02151,0.000067,-0.003231,0.007364,-0.033742,0.093863,0.057977,0.16911,0.002967,0,0,0,0.013645,0.17603,0.000659,0.011803,0.014055,0.009026,-0.000208,-0.031192,0.029948,0.034003,0,0,0,0.00421,0.035436,0.077458,-0.002892,0.2,0.007747,0.003179,0,0,-0.00222,-0.020983,0,0.000867,0.050216,0.088134,0.020699,0.039598,0.009776,0.004273,0,0,0,0.00867,0.040828,0.184637,0.053076,0,0,0,0,0.002627,0.012109,0.109432,0.074153,0.040405,0.014943,0.000043,0.001913,0,0.022687,0.048492,0.102582,0.038842,0.0227,0.003379,0.002912,0.000792,0.052084,0.097437,-0.000992,0.005877,0,0,0,0,0,0.024316,0.053444,0.081475,0,0,0,0.002768,0.016917,0.060368,0.0116,0
0,0,0.020457,0.086928,0.037025,0.009049,0,0,0.000691,0.003066,0.004856,0.04621,0.017533,0.023339,0.022732,0.004119,0.015586,0.073623,0.014021,0.025498,0.013291,0,-0.000559,0.02389,0.019335,0.014689,0.000026,0,0,0,-0.023432,0.100958,0,0,0.000114,0.031107,0.029818,0.014636,0,0,0,0,0.023241,0.195185,0.021022,0.01051,0,0,0.000473,0.021911,0.03792,0.026485,0.025531,0.000064,-0.004178,0.010378,0.019719,0,0,0,0,0,-0.062601,0.2,0,0.016505,0.040852,0.02556,0.02362,0,0,0,0,0.005897,0.022828,0.129543,0.05456,0,0,0,0,0,0,0.001756,0.069568,0.091112,0.016952,0.000342,0.011983,0.001541,0,0.004178,0.025684,0.015414,0.037611,0.053688,0,0.016573,0.065914,0.03663,0.00386,0,0,0,0,0.065375,0.037995,0.010033,0.001022,0,0,0,0.029178,0.029788,0.008042,0,0,0,-0.009959,0.031486,0.011194,0.007752,0.008914,0.033599,0.023996,0,0,0
